OrderId,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Release Date,Water Required?,DOF Benchmarking Submission Status,Latitude,Longitude,Community Board,Council District,Census Tract,NTA
6132,3122845,Dunmore Realty LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021740145,1-02174-0145,1064194,15 Sickles Street,Not Available,10040,15,SICKLES STREET,Manhattan,51780,Multifamily Housing,Multifamily Housing,Multifamily Housing,51780,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Whole Building,104.8,111.1,0.7,0,117.3,Not Available,Not Available,5298330.5,Not Available,Not Available,Not Available,7623.3,76.2,122492.2,36330.7,410.7,399.3,11.4,51780,739.3,14.28,110.9,06/13/2017 02:41:08 PM,No,In Compliance,40.861098,-73.927609,12,10,285,Washington Heights North                                                   
6138,3513181,"GVS Properties IV, LLC/9ThayerSt",Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021740236,1021740236,1064215,9-23 Thayer Street,Not Available,10040,9,THAYER STREET,Manhattan,85704,Multifamily Housing,Multifamily Housing,Multifamily Housing,85704,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Whole Building,66,61,4.3,0,93,Not Available,3925548.4,Not Available,Not Available,Not Available,Not Available,419518.5,4195.2,1315101.7,367405.9,435.6,313.6,122,85704,9690.6,113.07,99.6,05/01/2017 03:19:49 PM,Yes,In Compliance,40.86175,-73.925967,12,10,285,Washington Heights North                                                   
6144,5831773,96 Arden Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021750032,1-02175-0032,1064223,96 Arden Street,Not Available,10040,96,ARDEN STREET,Manhattan,58904,Multifamily Housing,Multifamily Housing,Multifamily Housing,58904,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Whole Building,163.9,174.6,8,0.7,237.3,Not Available,Not Available,4262178.3,Not Available,Not Available,Not Available,3711667.2,40671.2,1679883.3,471378.9,673.9,518,155.9,58904,3169.4,53.81,228.8,04/10/2017 11:49:49 AM,Yes,In Compliance,40.864258,-73.928636,12,10,287,Washington Heights North                                                   
6149,2705501,60 Sherman Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021750080,1021750080,1064235,60 Sherman Avenue,Not Available,10040,60,SHERMAN AVENUE,Manhattan,62847,Multifamily Housing,Multifamily Housing,Multifamily Housing,62839,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Not Available,120,120,8.1,0.4,182,Not Available,Not Available,Not Available,2983498.5,Not Available,Not Available,2812308.3,28123.1,1742390.2,510665.3,535.9,374.2,161.7,62839,Not Available,Not Available,182,04/25/2017 03:52:08 PM,Yes,In Compliance,40.86314,-73.927213,12,10,287,Washington Heights North                                                   
6150,2661810,Maggio Realty LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021750128,1-02175-0128,1064243,30 Dongan Pl,Not Available,10040,30,DONGAN PLACE,Manhattan,71118,Multifamily Housing,Multifamily Housing,Multifamily Housing,71118,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Whole Building,90.9,96,4.1,0.8,129.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5426089.3,58392.2,1039209.9,290164.7,384.6,288.2,96.4,71118,6015.8,84.59,126,04/03/2017 11:57:52 AM,Yes,In Compliance,40.863476,-73.928608,12,10,287,Washington Heights North                                                   
6157,2665466,Stellar - 4231-39 Broadway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021760050,1-02176-0050,1064269,4231-39 Broadway,700 West 180th Street,10033,700,WEST 180 STREET,Manhattan,67838,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,62667,Retail Store,5733,Not Available,Not Available,1967,1,100,Whole Building,Whole Building,50.5,50,3.5,0.4,77.5,Not Available,0,Not Available,0,Not Available,Not Available,2604882.7,26048.8,850688.6,239683.6,217.3,138.4,78.9,68400,Not Available,Not Available,79,05/01/2017 02:58:14 PM,Yes,In Compliance,40.849603,-73.936738,12,10,265,Washington Heights South                                                   
6160,5866331,J & M:  452 Fort Washington Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021760100,1-02176-0100,1064274,452 Fort Washington Ave,Not Available,10033,452,FT WASHINGTON AVENUE,Manhattan,65190,Multifamily Housing,Multifamily Housing,Multifamily Housing,76055,Not Available,Not Available,Not Available,Not Available,1909,1,100,Whole Building,Not Available,40.6,40.7,0.5,0.4,46.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2969999.9,29700,119331.3,36197.1,168.8,157.8,11.1,76055,Not Available,Not Available,45.9,05/01/2017 01:22:10 PM,Yes,In Compliance,40.850304,-73.938516,12,10,265,Washington Heights South                                                   
6164,4866414,Heritage Realty: 720 West 181st St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021760123,1-02176-0123,1064278,720 West 181st St,Not Available,10033,720,WEST 181 STREET,Manhattan,51144,Multifamily Housing,Multifamily Housing,Multifamily Housing,53701,Not Available,Not Available,Not Available,Not Available,1910,1,100,Whole Building,Not Available,62.6,67.9,4.8,0,103.3,Not Available,Not Available,2289630.3,Not Available,Not Available,Not Available,177900,1779,895332.6,255867.9,264.9,181.8,83.1,53701,2686.9,50.03,98.9,04/26/2017 03:22:17 PM,No,In Compliance,40.85049,-73.936842,12,10,265,Washington Heights South                                                   
6166,5861247,2-12 Pinehurst LLC 2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021770008,1021770008,1064289,2 Pinehurst Street,Not Available,10033,2,PINEHURST AVENUE,Manhattan,55548,Multifamily Housing,Multifamily Housing,Multifamily Housing,60501,Not Available,Not Available,Not Available,Not Available,1910,1,100,Whole Building,Not Available,75.7,75.7,0.1,0.8,80,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4560281.9,45602.8,16833.1,4933.5,243.8,242.2,1.6,60501,4725.8,78.11,80,04/25/2017 10:13:00 AM,Yes,In Compliance,40.848142,-73.940408,12,10,265,Washington Heights South                                                   
6171,4040459,Argo - 447 Fort Washington Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021770087,1-02177-0087,1064296,447 Fort Washington Avenue,Not Available,10033,447,FT WASHINGTON AVENUE,Manhattan,52782,Multifamily Housing,Multifamily Housing,Multifamily Housing,54365,Not Available,Not Available,Not Available,Not Available,1910,1,100,Whole Building,Whole Building,71.2,77.2,3.6,0,104,Not Available,Not Available,3023323.8,Not Available,Not Available,Not Available,164928.1,1676.4,684250.4,193797.9,299.9,236.4,63.5,54365,2498.9,45.96,98.9,04/20/2017 09:26:04 PM,Yes,In Compliance,40.850192,-73.938584,12,10,265,Washington Heights South                                                   
6173,2705504,812 West 181st Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021770105,1021770105,1064299,812 West 181st Street,Not Available,10033,812,WEST 181 STREET,Manhattan,58650,Multifamily Housing,Multifamily Housing,Multifamily Housing,58642,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Whole Building,100.4,99.7,6.3,0.1,146.7,Not Available,Not Available,Not Available,3798152.1,Not Available,Not Available,795677,7956.8,1292443.5,366688.7,448.4,328.4,119.9,58642,Not Available,Not Available,148.9,04/25/2017 03:52:08 PM,Yes,In Compliance,40.851053,-73.938829,12,10,265,Washington Heights South                                                   
6174,3116937,854 West 181st Corp.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021770118,1-02177-0118,1064301,854 West 181st,Not Available,10033,854,WEST 181 STREET,Manhattan,56814,Multifamily Housing,"Multifamily Housing, Other, Restaurant",Multifamily Housing,51000,Other,1500,Restaurant,1500,1909,1,100,Whole Building,Whole Building,22.7,22.3,6,0,66,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,105092.8,1065.1,1123356.9,322191.7,109.8,5.6,104.2,54000,4417.8,81.81,67.4,04/21/2017 04:16:54 PM,Yes,In Compliance,40.851329,-73.94008,12,10,265,Washington Heights South                                                   
6176,2652075,870 West 181st Street - 36554,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021770170,1-02177-0170,1064322,870 West 181st Street,Not Available,10033,870,WEST 181 STREET,Manhattan,63600,Multifamily Housing,Multifamily Housing,Multifamily Housing,69960,Not Available,Not Available,Not Available,Not Available,1923,1,100,Whole Building,Whole Building,64.5,67.5,3,Not Available,90.3,Not Available,Not Available,Not Available,3749234.3,Not Available,Not Available,Not Available,Not Available,760523.1,213352.6,353.1,282.5,70.6,69960,2209,31.58,88.3,04/24/2017 12:53:43 PM,Yes,In Compliance,40.851368,-73.941157,12,10,265,Washington Heights South                                                   
6180,5831765,880 West 181st Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021770242,1-02177-0242,1064327,880 West 181st Street,Not Available,10033,880,WEST 181 STREET,Manhattan,56418,Multifamily Housing,Multifamily Housing,Multifamily Housing,56418,Not Available,Not Available,Not Available,Not Available,1916,1,100,Whole Building,Whole Building,106,116.6,4.1,0,147.6,Not Available,Not Available,5074668.4,Not Available,Not Available,Not Available,75100,894,829429,231330,463,386.1,77,56418,3689.8,65.4,138.4,04/10/2017 11:49:49 AM,Yes,In Compliance,40.851706,-73.941829,12,10,265,Washington Heights South                                                   
6183,3529888,(8120) - Castle Village Owners,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790010,1-02179-0010,1079985,110-200 Cabrini Blvd.,Not Available,10033,120,CABRINI BOULEVARD,Manhattan,890134,Multifamily Housing,Multifamily Housing,Multifamily Housing,890130,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Whole Building,66.3,Not Available,2,0.2,Not Available,Not Available,Not Available,Not Available,3.29E+07,Not Available,Not Available,1.98E+07,198333.8,6205411.4,1818701.8,4112,3536.1,575.9,890130,27705.6,31.13,82.7,03/06/2017 12:52:16 PM,Yes,In Compliance,40.852218,-73.93992,12,10,275,Washington Heights North                                                   
6184,2736777,106 Cabrini Boulevard,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790066,1021790066,1064333,106 Cabrini Boulevard,Not Available,10033,106,CABRINI BOULEVARD,Manhattan,59226,Multifamily Housing,Multifamily Housing,Multifamily Housing,59216,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Not Available,108.4,107.9,4,0.1,138.5,Not Available,Not Available,Not Available,5262749.4,Not Available,Not Available,308748,3087.5,847029.6,239050.1,491.5,412.9,78.6,59216,3892.9,65.74,140.2,04/26/2017 10:59:43 AM,Yes,In Compliance,40.851817,-73.94004,12,10,275,Washington Heights North                                                   
6185,2736776,100 Cabrini Boulevard,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790070,1021790070,1064334,100 Cabrini Boulevard,Not Available,10033,100,CABRINI BOULEVARD,Manhattan,54528,Multifamily Housing,Multifamily Housing,Multifamily Housing,54518,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Not Available,105.2,104.8,3.8,0,133.6,Not Available,Not Available,Not Available,4787851.1,Not Available,Not Available,217078,2170.8,728665,207099.8,439.9,372.3,67.6,54518,5945.5,109.06,134.8,04/26/2017 10:59:43 AM,Yes,In Compliance,40.851647,-73.94009,12,10,275,Washington Heights North                                                   
6193,5869888,Orsid - 186-196 Pinehurst Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790156,1-02179-0156,1064345,186-196 Pinehurst Avenue,Not Available,10033,186,PINEHURST AVENUE,Manhattan,65352,Multifamily Housing,Multifamily Housing,Multifamily Housing,66000,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Not Available,98.8,110.7,3.3,Not Available,135.5,Not Available,Not Available,5747961.4,Not Available,Not Available,Not Available,Not Available,Not Available,774951.1,215305.2,504.7,432.8,71.9,66000,3621,54.86,124.8,05/01/2017 02:58:14 PM,Yes,In Compliance,40.854468,-73.9381,12,10,273,Washington Heights North                                                   
6196,2786628,106 Pinehurst Ave. LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790185,1-02179-0185,1064349,106 Pinehurst Ave.,Not Available,10033,106,PINEHURST AVENUE,Manhattan,93180,Multifamily Housing,Multifamily Housing,Multifamily Housing,69024,Not Available,Not Available,Not Available,Not Available,1928,1,100,Whole Building,Whole Building,152.9,165.4,5.6,0.1,208,Not Available,Not Available,8806793.3,Not Available,Not Available,Not Available,367453,3716.9,1379492.9,387102.7,810.6,682.6,128,69024,4060.2,58.82,197.2,04/30/2017 12:54:43 PM,Yes,In Compliance,40.851784,-73.939002,12,10,273,Washington Heights North                                                   
6198,4382925,567 Fort Washington Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790221,1021790221,1064359,567 Fort Washington Avenue,Not Available,10033,567,FT WASHINGTON AVENUE,Manhattan,59976,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Whole Building,65.8,65.2,3,0,88,Not Available,3613115.8,Not Available,Not Available,Not Available,Not Available,229730.3,2312.8,760732,211862.6,350.9,280.3,70.6,70000,3133.1,44.76,89.7,03/28/2017 02:05:33 PM,Yes,In Compliance,40.854157,-73.9372,12,10,273,Washington Heights North                                                   
6203,5833862,825 West 187th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790425,1021790425,1064374,825 West 187th Street,Not Available,10033,825,WEST 187 STREET,Manhattan,78564,Multifamily Housing,Multifamily Housing,Multifamily Housing,78564,Not Available,Not Available,Not Available,Not Available,1929,1,100,Whole Building,Whole Building,116,114.5,10.5,0,192,Not Available,5858928.7,Not Available,Not Available,Not Available,Not Available,401000,3284.6,2852087.4,823748.4,720.8,456.1,264.7,78564,3539.8,45.06,194.7,05/01/2017 11:08:18 AM,Yes,In Compliance,40.85567,-73.938044,12,10,275,Washington Heights North                                                   
6205,5831207,350 Cabrini Blvd,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021790440,1-02179-0440,1064378,350 Cabrini Blvd,Not Available,10040,350,CABRINI BOULEVARD,Manhattan,91968,Multifamily Housing,Multifamily Housing,Multifamily Housing,91968,Not Available,Not Available,Not Available,Not Available,1935,1,100,Whole Building,Whole Building,42.8,45.4,4.5,0.3,80.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2456386.5,27530.9,1479413.3,417422.5,267.8,130.5,137.3,91968,2678,29.12,78.6,04/13/2017 05:47:12 PM,No,In Compliance,40.856649,-73.937151,12,10,275,Washington Heights North                                                   
6212,5833839,482 Fort Washington Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800007,1021800007,1064385,482 Fort Washington Avenue,Not Available,10033,482,FT WASHINGTON AVENUE,Manhattan,51138,Multifamily Housing,Multifamily Housing,Multifamily Housing,51138,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Whole Building,109.3,108.7,11,0,189.6,Not Available,3608976.6,Not Available,Not Available,Not Available,Not Available,33800,338,1946716.6,561364.9,450.3,269.6,180.7,51138,1820.8,35.6,191.5,04/28/2017 06:04:54 PM,No,In Compliance,40.851407,-73.938081,12,10,273,Washington Heights North                                                   
6216,2749718,Classic Equities Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800039,1-02180-0039,1064397,590 Ft Washington Avenue,Not Available,10033,590,FT WASHINGTON AVENUE,Manhattan,92430,Multifamily Housing,Multifamily Housing,Multifamily Housing,108948,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Whole Building,63.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6858450.5,Not Available,Not Available,0,Not Available,89368.6,Not Available,525.1,516.8,8.3,108948,8570,78.66,66.2,05/01/2017 10:42:58 AM,Yes,In Compliance,40.854607,-73.937037,12,10,273,Washington Heights North                                                   
6222,4922166,731 West 183rd St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800085,1-02180-0085,1064410,731 West 183rd St,Not Available,10033,731,WEST 183 STREET,Manhattan,53855,Multifamily Housing,Multifamily Housing,Multifamily Housing,53855,Not Available,Not Available,Not Available,Not Available,1923,1,100,Whole Building,Whole Building,111.7,121.9,1.2,0.1,132.1,Not Available,Not Available,5506389.9,Not Available,Not Available,Not Available,279166.7,2790.9,229176.2,64380.6,450.7,429.4,21.3,53855,Not Available,Not Available,122.1,03/23/2017 12:11:35 PM,Yes,In Compliance,40.851994,-73.937224,12,10,273,Washington Heights North                                                   
6226,2720605,Chizuk Beth Associates Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800150,1-02180-0150,1064430,121-131 Bennett Avenue,Not Available,10033,121,BENNETT AVENUE,Manhattan,76584,Multifamily Housing,Multifamily Housing,Multifamily Housing,90355,Not Available,Not Available,Not Available,Not Available,1928,1,100,Whole Building,Whole Building,77.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1271525.7,Not Available,Not Available,4648002.4,Not Available,1103772.2,Not Available,445.1,342.7,102.4,90355,Not Available,Not Available,106.6,05/01/2017 04:47:19 PM,Yes,In Compliance,40.853856,-73.934937,12,10,271,Washington Heights North                                                   
6227,2680073,725 West 184th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800157,1-02180-0157,1064432,725 West 184th Street,Not Available,10033,725,WEST 184 STREET,Manhattan,70692,Multifamily Housing,Multifamily Housing,Multifamily Housing,82474,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Not Available,84.1,91.9,3.6,0,118.7,Not Available,5691547.9,Not Available,Not Available,Not Available,Not Available,247747,2477.5,1000253.4,293157.5,528.3,435.5,92.8,82474,3039.5,36.85,110.9,03/27/2017 10:59:21 AM,Yes,In Compliance,40.852405,-73.935893,12,10,271,Washington Heights North                                                   
6228,2848324,10 Overlook Realty,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800160,1021800160,1064433,10 Overlook Terrace,Not Available,10033,10,OVERLOOK TERRACE,Manhattan,67422,Multifamily Housing,Multifamily Housing,Multifamily Housing,67422,Not Available,Not Available,Not Available,Not Available,1941,1,100,Whole Building,Whole Building,73.7,78.5,3.6,0.7,108.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4102200.2,44601.9,869497,244270.4,298.6,217.9,80.7,67422,246.5,3.66,104.4,04/28/2017 12:31:29 PM,Yes,In Compliance,40.852976,-73.936438,12,10,271,Washington Heights North                                                   
6230,2747115,100 Bennett Owners C,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800169,1-02180-0169,1064435,100 Bennett Avenue,Not Available,10033,100,BENNETT AVENUE,Manhattan,66990,Multifamily Housing,Multifamily Housing,Multifamily Housing,79070,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Whole Building,84.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1865851.9,Not Available,Not Available,3787551,Not Available,1055940.4,Not Available,439.8,341.8,98,79070,3506.9,44.35,116.1,05/01/2017 03:11:28 PM,No,In Compliance,40.853225,-73.935274,12,10,271,Washington Heights North                                                   
6233,2797990,50 Overlook Terrace LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800182,1-02180-0182,1064439,50 Overlook Terrace,Not Available,10033,50,OVERLOOK TERRACE,Manhattan,58750,Multifamily Housing,"Multifamily Housing, Worship Facility",Multifamily Housing,57751,Worship Facility,2100,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,78.3,85.2,3.4,0.7,113.9,Not Available,0,Not Available,Not Available,Not Available,Not Available,3956197.1,43974.6,729570.9,205390.8,277.8,210.1,67.7,59851,2537.4,42.4,107.7,04/30/2017 02:15:35 PM,Yes,In Compliance,40.854313,-73.93626,12,10,271,Washington Heights North                                                   
6234,3204726,738-40 W 187 Street - 20289,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800187,1-02180-0187,1064440,738-40 W 187 Street,Not Available,10033,740,WEST 187 STREET,Manhattan,64434,Multifamily Housing,Multifamily Housing,Multifamily Housing,70877,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Not Available,120.3,127.6,3.3,1.2,157.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7693561.2,82449.6,836467,233829.3,486.3,408.6,77.6,70877,Not Available,Not Available,151,04/24/2017 12:23:36 PM,Yes,In Compliance,40.854763,-73.935555,12,10,271,Washington Heights North                                                   
6237,2816361,729 West 186th Corp,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800200,1-02180-0200,1064443,729 West 186th Street,Not Available,10033,729,WEST 186 STREET,Manhattan,79328,Multifamily Housing,Multifamily Housing,Multifamily Housing,79328,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Not Available,75.6,81.8,3.1,0.7,107.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5109200.3,56592.1,885349.1,244046.4,353.5,271.4,82.2,79328,4217.1,53.16,102.7,04/26/2017 12:35:51 PM,Yes,In Compliance,40.853629,-73.935635,12,10,271,Washington Heights North                                                   
6238,4926080,4395 Broadway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800315,1-02180-0315,1064444,4395 Broadway,Not Available,10040,4395,BROADWAY,Manhattan,58242,Multifamily Housing,Multifamily Housing,Multifamily Housing,58242,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Not Available,101.2,110.4,4.6,0,145.3,Not Available,Not Available,4668350.1,Not Available,Not Available,Not Available,277556,2801.1,950007.1,269641.3,454.4,366.2,88.2,58242,Not Available,Not Available,137.2,04/28/2017 04:45:20 PM,No,In Compliance,40.854781,-73.933509,12,10,279,Washington Heights North                                                   
6241,2769767,Fort Tryon Estates Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800350,1-02180-0350,1076763;1085387,620-630 Fort Washington,Not Available,10040,620,FT WASHINGTON AVENUE,Manhattan,148793,Multifamily Housing,Multifamily Housing,Multifamily Housing,148793,Not Available,Not Available,Not Available,Not Available,1937,1,100,Whole Building,Whole Building,99.4,108.7,4.2,0,140.2,Not Available,Not Available,12100479,Not Available,Not Available,Not Available,465961.3,4751.8,2225904.5,621262.2,1142.3,935.8,206.6,148793,8019.4,53.9,132.4,04/25/2017 10:23:57 PM,Yes,In Compliance,40.855469,-73.936747,12,10,281,Washington Heights North                                                   
6243,3211708,640 Fort Washington Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800400,1021800400,1064448,640 Fort Washington Avenue,Not Available,10040,640,FT WASHINGTON AVENUE,Manhattan,68108,Multifamily Housing,Multifamily Housing,Multifamily Housing,71513,Not Available,Not Available,Not Available,Not Available,1928,1,100,Whole Building,Whole Building,117.4,127.5,3.8,1.1,160.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7437721.9,81951,958877.1,270991.7,484,395.1,89,71513,10235,143.12,151.3,04/28/2017 05:35:09 PM,Yes,In Compliance,40.856083,-73.936349,12,10,281,Washington Heights North                                                   
6248,3538209,182 Bennett Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800473,1021800473,1064456;1801176,182 Bennett Avenue,Not Available,10040,182,BENNETT AVENUE,Manhattan,60654,Multifamily Housing,Multifamily Housing,Multifamily Housing,69154,Not Available,Not Available,Not Available,Not Available,1932,1,100,Whole Building,Whole Building,66.8,Not Available,3.1,0.6,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,3866218,41954.2,750123.2,211439.4,275,205.4,69.6,69154,2921.9,42.25,92.8,05/01/2017 09:19:06 PM,No,In Compliance,40.856172,-73.934035,12,10,281,Washington Heights North                                                   
6256,3529354,Wavecrest - 4469 Broadway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800513,1-02180-0513,1064467,4469 Broadway,Not Available,10040,4467,BROADWAY,Manhattan,114485,Multifamily Housing,Multifamily Housing,Multifamily Housing,119064,Not Available,Not Available,Not Available,Not Available,2008,1,100,Whole Building,Whole Building,36.8,39.1,6.8,0.2,89.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1621590.1,18871.2,2764423.5,810206.1,342.7,86.1,256.5,119064,3410.4,28.64,87.2,05/01/2017 02:58:14 PM,No,In Compliance,40.857426,-73.93227,12,10,279,Washington Heights North                                                   
6258,2797964,213 Bennett Ave LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800530,1-02180-0530,1064469,213 Bennett Ave,Not Available,10040,213,BENNETT AVENUE,Manhattan,63145,Multifamily Housing,Multifamily Housing,Multifamily Housing,63145,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Whole Building,88.2,87.9,3.4,0.7,116.1,Not Available,134627.3,Not Available,Not Available,Not Available,Not Available,4690256.4,46902.6,744628.1,211982.1,328.2,259.1,69.1,63145,7760.8,122.9,117.2,04/30/2017 02:15:35 PM,Yes,In Compliance,40.857399,-73.933354,12,10,279,Washington Heights North                                                   
6259,2643387,Fort Tryon Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800570,1021800570,1064472,801 West 190th Street,Not Available,10040,801,WEST 190 STREET,Manhattan,68787,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),68787,Not Available,Not Available,Not Available,Not Available,1950,1,100,Whole Building,Whole Building,116.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2911930.7,Not Available,5131584.1,Not Available,630.9,154.7,476.2,68787,7399.5,107.57,278.7,04/23/2017 12:57:27 PM,Yes,In Compliance,40.856936,-73.934952,12,10,281,Washington Heights North                                                   
6261,3211729,700 Fort Washington Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800610,1021800610,1064474,700 Fort Washington Avenue,Not Available,10040,700,FT WASHINGTON AVENUE,Manhattan,83402,Multifamily Housing,Multifamily Housing,Multifamily Housing,87572,Not Available,Not Available,Not Available,Not Available,1949,1,100,Whole Building,Whole Building,86.5,93.3,3.4,0,118.8,Not Available,6318744.2,Not Available,Not Available,Not Available,Not Available,223442,2283.4,1036543.5,295696,577,480.8,96.2,87572,3169.9,36.2,112.7,04/28/2017 05:35:09 PM,No,In Compliance,40.857463,-73.935331,12,10,281,Washington Heights North                                                   
